identifier,amount,execution-date,reference,category,account-of-receiver,account-of-creator
1893,25.85,2020-02-02T10:49:31.641890,thanks,transfer,DE10985785971549145687,DE65403466947923029055
1919,835.67,2019-07-23T10:49:31.642129,thanks,transfer,DE78690946739504309806,DE65403466947923029055
1929,809.37,2018-01-15T10:49:31.642129,Zalando,clothes,DE67444719107381296569,DE65403466947923029055
1932,394.77,2017-10-24T10:49:31.642129,Pauly Saal,food,DE65403466947923029055,DE65403466947923029055
1965,487.49,2020-02-11T10:49:31.642129,Zalando,clothes,DE28571102327654896575,DE65403466947923029055
1995,565.71,2019-03-13T10:49:31.642129,thanks,transfer,DE98578335434393251543,DE65403466947923029055
18,181.47,2018-10-20T10:49:31.641937,thanks,transfer,DE98578335434393251543,DE67444719107381296569
27,328.65,2020-01-13T10:49:31.641937,Edeka,supermarket,DE32132962269821718345,DE67444719107381296569
44,528.19,2020-01-29T10:49:31.641937,Edeka,supermarket,DE50139821739297986888,DE67444719107381296569
61,840.27,2020-09-23T10:49:31.642174,Aldi,supermarket,DE33510125629974889896,DE67444719107381296569
100,766.51,2020-05-12T10:49:31.641937,Zalando,clothes,DE98578335434393251543,DE67444719107381296569
139,506.99,2019-05-08T10:49:31.641937,Zur Letzten Instanz,food,DE98578335434393251543,DE67444719107381296569
165,365.25,2019-04-30T10:49:31.642108,thanks,transfer,DE46175649932131791856,DE67444719107381296569
195,420.48,2019-07-16T10:49:31.642279,Vero Moda,clothes,DE31852781254280985515,DE67444719107381296569
219,698.61,2018-04-12T10:49:31.641981,thanks,transfer,DE51728838437501118370,DE67444719107381296569
267,122.85,2020-10-24T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE67444719107381296569
333,252.29,2019-08-02T10:49:31.641784,booking.com,vacation,DE76894768662419673111,DE67444719107381296569
359,553.65,2019-12-18T10:49:31.642174,Rewe,supermarket,DE33510125629974889896,DE67444719107381296569
373,21.62,2019-02-15T10:49:31.641784,CordoBar,food,DE76894768662419673111,DE67444719107381296569
391,928.81,2020-01-31T10:49:31.641937,Pauly Saal,food,DE78690946739504309806,DE67444719107381296569
398,813.52,2018-08-11T10:49:31.641937,Esprit,clothes,DE98578335434393251543,DE67444719107381296569
405,49.95,2019-04-16T10:49:31.641937,thanks,transfer,DE20117978677399847042,DE67444719107381296569
444,152.87,2021-03-14T10:49:31.642023,easyjet,vacation,DE27235503909700305654,DE67444719107381296569
515,978.93,2019-03-11T10:49:31.641937,Lokal,food,DE67444719107381296569,DE67444719107381296569
558,896.62,2019-01-23T10:49:31.642174,ryanair,vacation,DE33510125629974889896,DE67444719107381296569
570,660.57,2020-11-25T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE67444719107381296569
578,210.92,2020-01-17T10:49:31.641958,ryanair,vacation,DE50561242036667643899,DE67444719107381296569
591,984.58,2021-08-21T10:49:31.642000,Vero Moda,clothes,DE22170806079195028710,DE67444719107381296569
649,160.88,2019-08-13T10:49:31.641937,Esprit,clothes,DE20117978677399847042,DE67444719107381296569
655,400.24,2019-03-30T10:49:31.641937,CordoBar,food,DE67444719107381296569,DE67444719107381296569
698,104.34,2019-06-16T10:49:31.641958,Aldi,supermarket,DE50561242036667643899,DE67444719107381296569
711,239.11,2019-06-15T10:49:31.642087,thanks,transfer,DE50493093512418563495,DE67444719107381296569
735,12.95,2020-04-09T10:49:31.642023,ryanair,vacation,DE27235503909700305654,DE67444719107381296569
782,909.66,2018-12-30T10:49:31.642174,thanks,transfer,DE33510125629974889896,DE67444719107381296569
812,651.77,2021-07-03T10:49:31.641890,Aldi,supermarket,DE10985785971549145687,DE67444719107381296569
841,262.48,2020-10-08T10:49:31.642087,easyjet,vacation,DE50493093512418563495,DE67444719107381296569
868,137.34,2020-08-14T10:49:31.641848,Zalando,clothes,DE77851065666584720184,DE67444719107381296569
872,369.66,2020-05-16T10:49:31.641848,Esprit,clothes,DE77851065666584720184,DE67444719107381296569
889,129.55,2021-04-24T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE67444719107381296569
955,418.48,2019-12-19T10:49:31.641937,Zalando,clothes,DE50139821739297986888,DE67444719107381296569
958,152.71,2020-04-14T10:49:31.641937,easyjet,vacation,DE28571102327654896575,DE67444719107381296569
966,344.97,2019-11-21T10:49:31.642129,Cocolo Ramen,food,DE65403466947923029055,DE67444719107381296569
969,426.62,2020-06-19T10:49:31.642256,Lokal,food,DE28254691836878919381,DE67444719107381296569
1008,297.71,2019-09-01T10:49:31.642065,Edeka,supermarket,DE44305226222441557697,DE67444719107381296569
1058,587.83,2019-01-13T10:49:31.641981,Esprit,clothes,DE51728838437501118370,DE67444719107381296569
1071,923.28,2018-10-18T10:49:31.641937,Zalando,clothes,DE78690946739504309806,DE67444719107381296569
1192,40.89,2021-03-22T10:49:31.642065,thanks,transfer,DE44305226222441557697,DE67444719107381296569
1212,875.63,2019-12-22T10:49:31.641981,thanks,transfer,DE51728838437501118370,DE67444719107381296569
1250,735.81,2022-01-10T10:49:31.641870,Vero Moda,clothes,DE29354508073743831293,DE67444719107381296569
1261,110.86,2020-04-20T10:49:31.641784,Pauly Saal,food,DE76894768662419673111,DE67444719107381296569
1266,992.79,2018-06-05T10:49:31.641981,thanks,transfer,DE51728838437501118370,DE67444719107381296569
1331,84.90,2020-08-03T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE67444719107381296569
1367,360.63,2020-08-30T10:49:31.642174,booking.com,vacation,DE33510125629974889896,DE67444719107381296569
1370,680.65,2019-12-18T10:49:31.641937,Cocolo Ramen,food,DE78690946739504309806,DE67444719107381296569
1382,595.68,2017-09-02T10:49:31.641937,booking.com,vacation,DE92648558961468741310,DE67444719107381296569
1417,664.36,2021-06-10T10:49:31.641870,Zalando,clothes,DE29354508073743831293,DE67444719107381296569
1442,55.92,2017-12-01T10:49:31.641981,hotels.com,vacation,DE51728838437501118370,DE67444719107381296569
1507,926.58,2020-03-24T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE67444719107381296569
1544,433.84,2020-05-25T10:49:31.642256,Rewe,supermarket,DE28254691836878919381,DE67444719107381296569
1582,543.44,2021-03-06T10:49:31.642256,S.Oliver,clothes,DE28254691836878919381,DE67444719107381296569
1640,386.52,2020-05-10T10:49:31.642087,Lokal,food,DE50493093512418563495,DE67444719107381296569
1672,633.79,2018-11-01T10:49:31.641981,Esprit,clothes,DE51728838437501118370,DE67444719107381296569
1716,969.53,2019-10-05T10:49:31.642256,Zalando,clothes,DE28254691836878919381,DE67444719107381296569
1717,786.50,2019-07-19T10:49:31.641937,easyjet,vacation,DE20117978677399847042,DE67444719107381296569
1757,631.67,2017-11-01T10:49:31.641763,Vero Moda,clothes,DE70334119137743514093,DE67444719107381296569
1792,359.18,2017-09-10T10:49:31.641937,Cocolo Ramen,food,DE50139821739297986888,DE67444719107381296569
1802,566.89,2018-08-28T10:49:31.642108,booking.com,vacation,DE46175649932131791856,DE67444719107381296569
1804,34.85,2021-04-30T10:49:31.641848,thanks,transfer,DE77851065666584720184,DE67444719107381296569
1820,844.41,2021-04-30T10:49:31.641890,booking.com,vacation,DE10985785971549145687,DE67444719107381296569
1823,812.78,2018-06-02T10:49:31.641784,Aldi,supermarket,DE76894768662419673111,DE67444719107381296569
1846,145.21,2020-01-22T10:49:31.642108,Pasta Bar,food,DE46175649932131791856,DE67444719107381296569
1851,393.61,2018-11-18T10:49:31.641937,thanks,transfer,DE50139821739297986888,DE67444719107381296569
1904,450.33,2020-02-16T10:49:31.641937,thanks,transfer,DE20117978677399847042,DE67444719107381296569
1916,267.45,2020-03-09T10:49:31.641958,S.Oliver,clothes,DE50561242036667643899,DE67444719107381296569
1960,404.50,2018-03-01T10:49:31.642129,Rewe,supermarket,DE65403466947923029055,DE67444719107381296569
1968,400.93,2018-12-08T10:49:31.641981,Esprit,clothes,DE51728838437501118370,DE67444719107381296569
1969,319.50,2018-07-18T10:49:31.641937,thanks,transfer,DE32132962269821718345,DE67444719107381296569
1988,210.58,2019-11-09T10:49:31.642108,booking.com,vacation,DE46175649932131791856,DE67444719107381296569
1990,140.37,2018-04-18T10:49:31.641937,Aldi,supermarket,DE98578335434393251543,DE67444719107381296569
1997,370.77,2019-06-12T10:49:31.642065,thanks,transfer,DE44305226222441557697,DE67444719107381296569
43,883.70,2019-10-13T10:49:31.642256,Esprit,clothes,DE28254691836878919381,DE70334119137743514093
48,506.95,2020-05-04T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE70334119137743514093
77,759.55,2022-01-17T10:49:31.642279,Rewe,supermarket,DE31852781254280985515,DE70334119137743514093
84,726.18,2019-11-28T10:49:31.641763,ryanair,vacation,DE50139821739297986888,DE70334119137743514093
144,816.29,2021-03-21T10:49:31.641721,Pauly Saal,food,DE82444435329779109646,DE70334119137743514093
178,690.44,2019-11-23T10:49:31.641763,thanks,transfer,DE32132962269821718345,DE70334119137743514093
185,765.43,2019-12-06T10:49:31.641763,ryanair,vacation,DE67444719107381296569,DE70334119137743514093
187,552.69,2020-06-12T10:49:31.642108,Rewe,supermarket,DE46175649932131791856,DE70334119137743514093
209,926.28,2020-08-25T10:49:31.641958,hotels.com,vacation,DE50561242036667643899,DE70334119137743514093
266,775.85,2020-03-18T10:49:31.642023,Edeka,supermarket,DE27235503909700305654,DE70334119137743514093
270,132.30,2018-06-08T10:49:31.642174,Vero Moda,clothes,DE33510125629974889896,DE70334119137743514093
309,74.55,2019-07-05T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE70334119137743514093
419,74.16,2018-05-13T10:49:31.641763,S.Oliver,clothes,DE28571102327654896575,DE70334119137743514093
455,659.93,2021-08-04T10:49:31.641958,ryanair,vacation,DE50561242036667643899,DE70334119137743514093
482,889.80,2020-03-21T10:49:31.642108,Aldi,supermarket,DE46175649932131791856,DE70334119137743514093
526,967.67,2018-10-23T10:49:31.641763,booking.com,vacation,DE20117978677399847042,DE70334119137743514093
532,488.17,2019-05-27T10:49:31.642000,Vero Moda,clothes,DE22170806079195028710,DE70334119137743514093
540,56.91,2021-10-24T10:49:31.642279,S.Oliver,clothes,DE31852781254280985515,DE70334119137743514093
559,908.26,2020-09-02T10:49:31.641958,Zeit für Brot,food,DE50561242036667643899,DE70334119137743514093
565,681.51,2020-01-10T10:49:31.641916,thanks,transfer,DE93852973047302670654,DE70334119137743514093
566,494.38,2019-08-30T10:49:31.641981,Edeka,supermarket,DE51728838437501118370,DE70334119137743514093
576,375.23,2020-05-21T10:49:31.642129,Rewe,supermarket,DE65403466947923029055,DE70334119137743514093
577,821.46,2019-03-28T10:49:31.641763,Esprit,clothes,DE32132962269821718345,DE70334119137743514093
603,435.74,2019-03-06T10:49:31.641763,Pasta Bar,food,DE20117978677399847042,DE70334119137743514093
666,261.67,2021-06-12T10:49:31.641721,Esprit,clothes,DE82444435329779109646,DE70334119137743514093
673,764.55,2017-12-16T10:49:31.641763,Edeka,supermarket,DE50139821739297986888,DE70334119137743514093
696,107.49,2017-11-21T10:49:31.641763,booking.com,vacation,DE98578335434393251543,DE70334119137743514093
706,687.33,2019-01-22T10:49:31.641916,thanks,transfer,DE93852973047302670654,DE70334119137743514093
771,234.58,2020-12-13T10:49:31.642087,easyjet,vacation,DE50493093512418563495,DE70334119137743514093
794,17.33,2019-10-04T10:49:31.641763,thanks,transfer,DE32132962269821718345,DE70334119137743514093
843,166.90,2019-09-05T10:49:31.641721,Cocolo Ramen,food,DE82444435329779109646,DE70334119137743514093
867,507.23,2019-04-15T10:49:31.641981,booking.com,vacation,DE51728838437501118370,DE70334119137743514093
904,957.75,2019-12-27T10:49:31.641763,thanks,transfer,DE67444719107381296569,DE70334119137743514093
919,449.36,2019-12-03T10:49:31.642279,hotels.com,vacation,DE31852781254280985515,DE70334119137743514093
971,422.48,2020-01-29T10:49:31.641721,Edeka,supermarket,DE82444435329779109646,DE70334119137743514093
978,20.12,2018-10-03T10:49:31.641981,thanks,transfer,DE51728838437501118370,DE70334119137743514093
1003,326.66,2020-06-11T10:49:31.642256,easyjet,vacation,DE28254691836878919381,DE70334119137743514093
1063,392.48,2018-10-26T10:49:31.641848,thanks,transfer,DE77851065666584720184,DE70334119137743514093
1093,837.31,2019-06-02T10:49:31.642174,thanks,transfer,DE33510125629974889896,DE70334119137743514093
1101,698.80,2019-08-06T10:49:31.642129,Aldi,supermarket,DE65403466947923029055,DE70334119137743514093
1127,337.48,2018-06-10T10:49:31.641763,easyjet,vacation,DE92648558961468741310,DE70334119137743514093
1157,305.81,2021-01-13T10:49:31.641848,ryanair,vacation,DE77851065666584720184,DE70334119137743514093
1164,995.96,2018-09-13T10:49:31.641916,ryanair,vacation,DE93852973047302670654,DE70334119137743514093
1188,791.72,2020-05-11T10:49:31.641763,Rewe,supermarket,DE20117978677399847042,DE70334119137743514093
1200,238.87,2019-04-20T10:49:31.641848,thanks,transfer,DE77851065666584720184,DE70334119137743514093
1217,590.84,2018-10-19T10:49:31.642129,thanks,transfer,DE65403466947923029055,DE70334119137743514093
1230,479.33,2019-11-23T10:49:31.641763,Aldi,supermarket,DE70334119137743514093,DE70334119137743514093
1273,394.13,2019-03-20T10:49:31.641763,thanks,transfer,DE20117978677399847042,DE70334119137743514093
1387,582.70,2020-02-28T10:49:31.641763,booking.com,vacation,DE32132962269821718345,DE70334119137743514093
1404,978.75,2019-07-24T10:49:31.641784,Lokal,food,DE76894768662419673111,DE70334119137743514093
1405,579.76,2020-06-24T10:49:31.642087,Effing,food,DE50493093512418563495,DE70334119137743514093
1410,932.27,2018-09-28T10:49:31.641763,CordoBar,food,DE98578335434393251543,DE70334119137743514093
1437,881.80,2020-04-10T10:49:31.641763,hotels.com,vacation,DE50139821739297986888,DE70334119137743514093
1441,855.14,2017-12-12T10:49:31.641763,Zalando,clothes,DE92648558961468741310,DE70334119137743514093
1449,330.90,2020-02-07T10:49:31.641763,Aldi,supermarket,DE92648558961468741310,DE70334119137743514093
1464,161.67,2020-04-06T10:49:31.641763,easyjet,vacation,DE70334119137743514093,DE70334119137743514093
1481,36.49,2018-05-16T10:49:31.641763,thanks,transfer,DE98578335434393251543,DE70334119137743514093
1503,646.92,2020-04-01T10:49:31.641916,Vero Moda,clothes,DE93852973047302670654,DE70334119137743514093
1505,737.96,2018-07-03T10:49:31.641763,Edeka,supermarket,DE50139821739297986888,DE70334119137743514093
1515,64.89,2020-07-13T10:49:31.642279,Aldi,supermarket,DE31852781254280985515,DE70334119137743514093
1523,256.65,2019-11-19T10:49:31.641763,Pasta Bar,food,DE78690946739504309806,DE70334119137743514093
1550,385.69,2019-02-13T10:49:31.642023,thanks,transfer,DE27235503909700305654,DE70334119137743514093
1572,952.48,2020-12-23T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE70334119137743514093
1623,101.93,2020-05-20T10:49:31.641763,Rewe,supermarket,DE92648558961468741310,DE70334119137743514093
1637,891.98,2018-08-02T10:49:31.642174,Pauly Saal,food,DE33510125629974889896,DE70334119137743514093
1641,343.10,2019-04-21T10:49:31.641763,Pauly Saal,food,DE70334119137743514093,DE70334119137743514093
1677,453.23,2019-04-10T10:49:31.641763,Pauly Saal,food,DE92648558961468741310,DE70334119137743514093
1748,321.68,2018-12-08T10:49:31.642129,Aldi,supermarket,DE65403466947923029055,DE70334119137743514093
1750,495.23,2019-06-09T10:49:31.641763,Lokal,food,DE78690946739504309806,DE70334119137743514093
1752,723.37,2020-02-15T10:49:31.642065,Pauly Saal,food,DE44305226222441557697,DE70334119137743514093
1755,980.54,2019-03-18T10:49:31.642129,easyjet,vacation,DE65403466947923029055,DE70334119137743514093
1771,806.99,2020-10-06T10:49:31.642256,Zeit für Brot,food,DE28254691836878919381,DE70334119137743514093
1807,443.63,2021-06-19T10:49:31.642256,Vero Moda,clothes,DE28254691836878919381,DE70334119137743514093
1822,168.57,2021-07-25T10:49:31.641958,Zalando,clothes,DE50561242036667643899,DE70334119137743514093
1829,179.82,2018-09-07T10:49:31.642174,Pauly Saal,food,DE33510125629974889896,DE70334119137743514093
1834,457.51,2019-07-10T10:49:31.641784,S.Oliver,clothes,DE76894768662419673111,DE70334119137743514093
1836,87.65,2019-06-03T10:49:31.641763,Zalando,clothes,DE70334119137743514093,DE70334119137743514093
1890,729.42,2019-08-09T10:49:31.642000,easyjet,vacation,DE22170806079195028710,DE70334119137743514093
1950,123.46,2018-12-25T10:49:31.641981,Lokal,food,DE51728838437501118370,DE70334119137743514093
1961,451.24,2020-01-19T10:49:31.641981,Esprit,clothes,DE51728838437501118370,DE70334119137743514093
1962,622.54,2021-03-30T10:49:31.642023,Rewe,supermarket,DE27235503909700305654,DE70334119137743514093
1999,784.52,2019-07-12T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE70334119137743514093
21,318.47,2021-01-28T10:49:31.642279,Aldi,supermarket,DE31852781254280985515,DE76894768662419673111
40,734.41,2018-08-07T10:49:31.641916,Edeka,supermarket,DE93852973047302670654,DE76894768662419673111
50,478.18,2020-11-14T10:49:31.642000,Edeka,supermarket,DE22170806079195028710,DE76894768662419673111
81,405.10,2019-10-03T10:49:31.641784,thanks,transfer,DE65403466947923029055,DE76894768662419673111
106,703.46,2018-08-25T10:49:31.641784,Cocolo Ramen,food,DE78690946739504309806,DE76894768662419673111
128,939.29,2019-07-03T10:49:31.641784,Esprit,clothes,DE78690946739504309806,DE76894768662419673111
137,558.19,2020-03-21T10:49:31.641916,easyjet,vacation,DE93852973047302670654,DE76894768662419673111
157,483.53,2019-02-05T10:49:31.641784,Edeka,supermarket,DE50493093512418563495,DE76894768662419673111
160,333.98,2020-11-22T10:49:31.641784,easyjet,vacation,DE76894768662419673111,DE76894768662419673111
163,46.37,2021-01-18T10:49:31.641784,thanks,transfer,DE50493093512418563495,DE76894768662419673111
168,314.52,2020-08-08T10:49:31.642000,Esprit,clothes,DE22170806079195028710,DE76894768662419673111
175,34.90,2018-07-22T10:49:31.642108,easyjet,vacation,DE46175649932131791856,DE76894768662419673111
177,695.50,2021-07-21T10:49:31.642000,CordoBar,food,DE22170806079195028710,DE76894768662419673111
196,552.10,2019-08-08T10:49:31.641721,booking.com,vacation,DE82444435329779109646,DE76894768662419673111
